	ID	Predicted Category
402	12225	Politics
403	455	Business
404	11836	Football
405	4752	Football
406	11168	Politics
407	13870	Technology
408	904	Business
409	7112	Film
410	2864	Business
411	9217	Film
412	9640	Film
413	8526	Business
414	4546	Film
415	4574	Football
416	6384	Film
417	6927	Film
418	8552	Politics
419	4552	Football
420	5552	Film
421	14641	Politics
422	11195	Politics
423	3183	Business
424	12092	Film
425	8984	Technology
426	1534	Film
427	1006	Business
428	4119	Business
429	11277	Politics
430	7912	Film
431	14921	Politics
432	11784	Football
433	8018	Business
434	5333	Technology
435	15005	Football
436	8509	Politics
437	15144	Film
438	1008	Business
439	14686	Business
440	7046	Football
441	7155	Film
442	2928	Politics
443	9378	Technology
444	3285	Business
445	2135	Film
446	10086	Film
447	4447	Football
448	13346	Film
449	1506	Film
450	10528	Football
451	8910	Technology
452	12276	Football
453	5703	Film
454	12496	Football
455	12188	Technology
456	5067	Football
457	10404	Football
458	3568	Politics
459	5204	Football
460	6669	Business
461	14532	Business
462	4643	Football
463	5901	Technology
464	5165	Football
465	5938	Business
466	8836	Business
467	7047	Business
468	206	Football
469	5030	Football
470	12849	Technology
471	7705	Politics
472	1507	Politics
473	15254	Football
474	8166	Business
475	2983	Technology
476	4260	Technology
477	12594	Politics
478	5740	Film
479	14416	Football
480	6864	Business
481	13118	Film
482	6200	Technology
483	842	Business
484	8261	Business
485	10599	Football
486	5973	Business
487	2034	Film
488	4999	Football
489	3984	Football
490	2899	Politics
491	2726	Business
492	6997	Business
493	2846	Politics
494	10105	Football
495	8017	Business
496	1240	Business
497	8352	Business
498	9577	Film
499	10660	Football
500	5872	Film
501	8923	Technology
502	3446	Business
503	1245	Politics
504	2388	Politics
505	13767	Politics
506	5216	Football
507	13134	Business
508	5387	Technology
509	3439	Politics
510	10966	Film
511	9377	Film
512	13915	Technology
513	5017	Football
514	13301	Football
515	4038	Football
516	12786	Film
517	8331	Business
518	4786	Football
519	1700	Politics
520	10289	Football
521	8852	Technology
522	294	Politics
523	3186	Business
524	6713	Business
525	3190	Business
526	14114	Politics
527	13690	Film
528	12411	Football
529	2647	Politics
530	2018	Film
531	12345	Football
532	1826	Business
533	877	Politics
534	1111	Business
535	11178	Business
536	9701	Film
537	1053	Business
538	2550	Film
539	3623	Technology
540	4823	Football
541	7597	Politics
542	4117	Business
543	7537	Politics
544	1830	Business
545	13724	Football
546	2523	Politics
547	4873	Football
548	272	Business
549	8031	Business
550	10043	Film
551	6029	Business
552	15275	Technology
553	12156	Football
554	9568	Film
555	1561	Film
556	8370	Business
557	10626	Football
558	14302	Business
559	4661	Football
560	398	Technology
561	11578	Football
562	12802	Film
563	10842	Football
564	183	Politics
565	15312	Football
566	11511	Politics
567	7506	Politics
568	2457	Politics
569	6368	Film
570	5250	Technology
571	13310	Football
572	14160	Technology
573	5772	Film
574	3742	Business
575	8919	Technology
576	512	Politics
577	8667	Business
578	10590	Football
579	14906	Politics
580	8796	Business
581	10826	Business
582	9601	Film
583	6768	Business
584	2993	Technology
585	8035	Business
586	98	Technology
587	4196	Technology
588	6845	Business
589	1238	Politics
590	8939	Film
591	14035	Football
592	11615	Football
593	12848	Technology
594	6327	Football
595	879	Business
596	345	Business
597	15202	Football
598	14794	Politics
599	12433	Football
600	5654	Film
601	5082	Football
602	1774	Football
603	8793	Politics
604	11857	Football
605	679	Film
606	11360	Politics
607	6507	Film
608	11962	Football
609	14341	Politics
610	920	Business
611	2271	Politics
612	10695	Business
613	9215	Film
614	12404	Football
615	11555	Football
616	6395	Film
617	6672	Business
618	8899	Technology
619	2982	Politics
620	13460	Football
621	13278	Football
622	3911	Football
623	6159	Football
624	3793	Technology
625	3514	Politics
626	5494	Film
627	14204	Film
628	8678	Business
629	7438	Politics
630	906	Business
631	7725	Politics
632	8969	Football
633	4077	Football
634	13628	Football
635	3099	Business
636	5064	Football
637	823	Politics
638	546	Business
639	1863	Film
640	9777	Film
641	2596	Film
642	1865	Film
643	7052	Business
644	13949	Football
645	5919	Business
646	10811	Business
647	2145	Politics
648	9410	Politics
649	13555	Football
650	6743	Business
651	12413	Football
652	15316	Football
653	5392	Film
654	7111	Technology
655	13161	Football
656	13130	Technology
657	10791	Football
658	4839	Football
659	880	Politics
660	13903	Technology
661	12497	Football
662	6423	Business
663	8427	Business
664	11748	Football
665	14996	Football
666	13811	Technology
667	3368	Business
668	5604	Business
669	10027	Film
670	10251	Football
671	3156	Business
672	4455	Football
673	13544	Football
674	11662	Football
675	5946	Politics
676	6235	Football
677	14771	Business
678	31	Technology
679	11877	Football
680	13743	Football
681	578	Business
682	9166	Film
683	4302	Technology
684	6373	Film
685	2739	Politics
686	15226	Football
687	10663	Football
688	7852	Business
689	3226	Business
690	13251	Football
691	10532	Football
692	214	Politics
693	14018	Football
694	6339	Football
695	8078	Politics
696	14539	Business
697	7467	Politics
698	4550	Football
699	1773	Football
700	2845	Politics
701	6467	Business
702	8475	Politics
703	13731	Football
704	14558	Film
705	5974	Business
706	1019	Business
707	13589	Football
708	8354	Business
709	1136	Business
710	7876	Business
711	9272	Politics
712	1693	Politics
713	8668	Business
714	9409	Film
715	11899	Football
716	4971	Football
717	7018	Technology
718	114	Business
719	14084	Politics
720	376	Film
721	13239	Football
722	1448	Business
723	8742	Politics
724	457	Technology
725	11616	Football
726	3250	Business
727	9663	Film
728	13670	Football
729	9875	Politics
730	2936	Politics
731	2264	Politics
732	9403	Film
733	10543	Technology
734	10769	Football
735	892	Business
736	4862	Football
737	3871	Business
738	4987	Football
739	7403	Politics
740	10550	Football
741	12069	Football
742	7903	Politics
743	197	Football
744	9226	Film
745	8400	Business
746	4694	Football
747	8328	Business
748	9871	Technology
749	4476	Football
750	2894	Politics
751	12832	Film
752	14112	Business
753	9246	Technology
754	2030	Technology
755	12425	Football
756	2531	Politics
757	10032	Politics
758	48	Technology
759	11527	Football
760	14236	Politics
761	3950	Football
762	3687	Technology
763	11287	Politics
764	1018	Politics
765	6677	Business
766	11960	Football
767	2446	Politics
768	22	Technology
769	12479	Football
770	8665	Business
771	2016	Film
772	4796	Football
773	6573	Business
774	2968	Politics
775	6980	Technology
776	11766	Football
777	3343	Business
778	14606	Politics
779	10869	Business
780	12363	Football
781	10045	Film
782	2450	Politics
783	8808	Politics
784	5088	Football
785	5001	Football
786	13049	Film
787	3865	Football
788	188	Football
789	11994	Football
790	11823	Football
791	1336	Business
792	14202	Film
793	8378	Business
794	14637	Politics
795	6415	Business
796	1199	Business
797	3701	Technology
798	13664	Football
799	10900	Technology
800	3723	Technology
801	11937	Football
802	12260	Football
803	323	Business
804	1594	Film
805	5952	Business
806	7203	Business
807	10915	Politics
808	13751	Football
809	969	Business
810	3909	Football
811	3395	Business
812	14433	Football
813	3962	Football
814	5102	Football
815	7131	Technology
816	3788	Film
817	8545	Politics
818	9004	Business
819	9237	Film
820	2044	Film
821	4537	Football
822	14063	Politics
823	9737	Film
824	7413	Politics
825	5539	Film
826	12980	Film
827	11978	Football
828	11736	Football
829	4018	Football
830	3220	Business
831	104	Business
832	4274	Technology
833	492	Technology
834	14671	Business
835	900	Politics
836	9192	Business
837	12484	Football
838	309	Business
839	2206	Film
840	554	Politics
841	5095	Football
842	13861	Technology
843	6599	Business
844	3973	Football
845	2185	Film
846	664	Technology
847	3180	Business
848	11384	Politics
849	13612	Football
850	7863	Politics
851	6497	Technology
852	11199	Politics
853	4867	Football
854	7211	Business
855	11926	Football
856	3469	Business
857	10148	Film
858	10582	Football
859	2486	Politics
860	9603	Film
861	4395	Technology
862	14909	Business
863	499	Politics
864	7524	Business
865	6232	Football
866	4037	Football
867	11274	Politics
868	2520	Politics
869	10877	Football
870	1839	Business
871	6330	Football
872	12379	Football
873	11146	Politics
874	6008	Business
875	13800	Politics
876	3256	Business
877	13219	Football
878	5050	Football
879	10047	Film
880	10172	Film
881	12310	Technology
882	8425	Politics
883	14760	Film
884	8528	Business
885	3834	Football
886	3510	Politics
887	8008	Business
888	5546	Film
889	2066	Film
890	11671	Football
891	14578	Business
892	7278	Football
893	12126	Film
894	14646	Business
895	1272	Football
896	14208	Film
897	7882	Politics
898	2513	Politics
899	12905	Film
900	10622	Football
901	1146	Business
902	14998	Football
903	9231	Film
904	8243	Business
905	9486	Film
906	6836	Business
907	4170	Technology
908	12173	Film
909	2408	Politics
910	10678	Business
911	5070	Football
912	4342	Technology
913	6569	Film
914	7558	Business
915	4739	Football
916	8325	Business
917	9578	Film
918	5803	Film
919	9147	Politics
920	13468	Football
921	4039	Football
922	10070	Film
923	2769	Politics
924	4795	Football
925	15319	Football
926	2078	Film
927	14654	Business
928	11140	Politics
929	7308	Business
930	7708	Politics
931	10170	Politics
932	13221	Football
933	4452	Football
934	13943	Football
935	996	Business
936	6798	Business
937	6404	Film
938	4057	Football
939	10467	Football
940	5144	Football
941	9499	Politics
942	14658	Business
943	1273	Technology
944	10206	Film
945	7662	Politics
946	10373	Football
947	2248	Film
948	1077	Business
949	10688	Business
950	7465	Politics
951	9766	Politics
952	11355	Politics
953	10700	Business
954	5991	Business
955	5845	Film
956	9822	Politics
957	5192	Technology
958	14864	Business
959	13702	Football
960	14447	Football
961	2483	Politics
962	4576	Football
963	3122	Business
964	4477	Technology
965	4660	Football
966	12029	Football
967	6253	Football
968	12651	Film
969	3399	Business
970	468	Business
971	7098	Technology
972	9136	Business
973	2027	Film
974	14528	Politics
975	9394	Film
976	12917	Film
977	9879	Business
978	3608	Film
979	6213	Technology
980	8529	Technology
981	3461	Business
982	8995	Politics
983	9451	Film
984	8220	Business
985	12099	Football
986	13053	Business
987	2624	Business
988	7301	Business
989	6819	Business
990	1087	Business
991	625	Business
992	15068	Football
993	1644	Politics
994	10379	Football
995	4789	Football
996	4282	Technology
997	7139	Politics
998	14376	Politics
999	7010	Football
1000	3825	Football
1001	14053	Technology
1002	13640	Football
1003	3435	Politics
1004	7296	Business
1005	14596	Politics
1006	11567	Football
1007	6198	Technology
1008	10112	Film
1009	14745	Politics
1010	9075	Technology
1011	5376	Technology
1012	10259	Football
1013	5716	Film
1014	1794	Business
1015	629	Technology
1016	6191	Technology
1017	12201	Football
1018	15142	Film
1019	11787	Football
1020	1590	Film
1021	1435	Technology
1022	4004	Football
1023	9605	Film
1024	12760	Film
1025	10846	Football
1026	386	Film
1027	618	Film
1028	13629	Football
1029	10122	Film
1030	7042	Technology
1031	3767	Business
1032	4079	Football
1033	13843	Technology
1034	13795	Football
1035	13138	Film
1036	13917	Technology
1037	6697	Business
1038	11846	Football
1039	1739	Business
1040	13798	Football
1041	10487	Football
1042	11808	Football
1043	10253	Business
1044	3011	Technology
1045	10728	Football
1046	832	Business
1047	11086	Business
1048	14166	Film
1049	14242	Politics
1050	2581	Film
1051	676	Technology
1052	9370	Film
1053	8598	Politics
1054	14129	Politics
1055	10742	Football
1056	11106	Politics
1057	949	Business
1058	13419	Football
1059	1477	Technology
1060	9925	Business
1061	2791	Politics
1062	12725	Film
1063	212	Technology
1064	3760	Business
1065	9810	Technology
1066	14590	Politics
1067	3315	Business
1068	14169	Film
1069	13833	Technology
1070	8005	Business
1071	2990	Business
1072	9937	Film
1073	13818	Technology
1074	1937	Film
1075	13176	Football
1076	10060	Film
1077	6545	Technology
1078	14418	Football
1079	8738	Business
1080	11872	Football
1081	13260	Football
1082	1125	Business
1083	8470	Politics
1084	10650	Football
1085	10155	Film
1086	10073	Film
1087	9983	Politics
1088	9930	Politics
1089	11729	Football
1090	497	Politics
1091	11864	Football
1092	13952	Football
1093	1633	Film
1094	14527	Politics
1095	5207	Technology
1096	5508	Film
1097	11118	Business
1098	2579	Film
1099	2567	Film
1100	5282	Business
1101	7582	Politics
1102	6204	Politics
1103	1786	Football
1104	476	Business
1105	3815	Politics
1106	13919	Technology
1107	1375	Technology
1108	11101	Business
1109	11208	Business
1110	4221	Technology
1111	6375	Film
1112	4516	Football
1113	11693	Football
1114	8574	Politics
1115	4231	Technology
1116	13883	Business
1117	13596	Football
1118	5498	Technology
1119	5532	Film
1120	7977	Politics
1121	10325	Football
1122	15270	Football
1123	13630	Football
1124	10554	Football
1125	15280	Business
1126	6033	Business
1127	6205	Politics
1128	11021	Football
1129	4417	Football
1130	15318	Football
1131	1961	Film
1132	4697	Football
1133	13605	Football
1134	11318	Politics
1135	5862	Film
1136	8273	Business
1137	13099	Film
1138	3133	Business
1139	9463	Film
1140	12027	Football
1141	4017	Football
1142	9979	Film
1143	3955	Football
1144	5655	Film
1145	13784	Football
1146	14600	Business
1147	13700	Football
1148	211	Business
1149	6576	Film
1150	1796	Business
1151	14273	Politics
1152	8477	Business
1153	12712	Film
1154	8555	Politics
1155	15241	Football
1156	7651	Politics
1157	8061	Business
1158	5779	Film
1159	3920	Business
1160	11880	Football
1161	3115	Business
1162	9778	Film
1163	13662	Football
1164	4160	Technology
1165	5114	Football
1166	11605	Football
1167	14407	Football
1168	13348	Football
1169	3750	Politics
1170	13638	Football
1171	2003	Film
1172	2077	Football
1173	12889	Technology
1174	11874	Football
1175	7683	Politics
1176	7567	Politics
1177	3206	Business
1178	11491	Politics
1179	10945	Film
1180	10993	Football
1181	8944	Technology
1182	10864	Business
1183	4389	Technology
1184	14908	Politics
1185	7245	Football
1186	10176	Football
1187	15231	Football
1188	179	Football
1189	4080	Football
1190	7723	Politics
1191	1202	Business
1192	8180	Business
1193	13790	Football
1194	278	Football
1195	2707	Technology
1196	4337	Technology
1197	4967	Football
1198	15061	Football
1199	3480	Politics
1200	14361	Technology
1201	7660	Business
1202	6129	Technology
1203	6767	Business
1204	2088	Technology
1205	15001	Football
1206	2795	Politics
1207	9472	Film
1208	947	Politics
1209	4778	Football
1210	10996	Football
1211	14523	Technology
1212	13159	Football
1213	372	Politics
1214	13886	Technology
1215	1993	Film
1216	11924	Football
1217	12175	Technology
1218	7173	Film
1219	6494	Film
1220	4578	Football
1221	7585	Politics
1222	14002	Football
1223	14888	Politics
1224	11728	Football
1225	2334	Politics
1226	6552	Film
1227	3340	Politics
1228	439	Politics
1229	1049	Business
1230	7395	Business
1231	9723	Business
1232	9748	Film
1233	2218	Film
1234	5171	Football
1235	445	Technology
1236	12091	Film
1237	2344	Politics
1238	11248	Politics
1239	2767	Politics
1240	11505	Politics
1241	12958	Film
1242	3181	Business
1243	1939	Film
1244	15134	Film
1245	7674	Politics
1246	2623	Politics
1247	5467	Film
1248	6863	Technology
1249	5057	Football
1250	4612	Football
1251	12775	Film
1252	3875	Football
1253	435	Business
1254	13766	Football
1255	1007	Business
1256	7910	Politics
1257	991	Business
1258	14367	Politics
1259	2319	Politics
1260	10458	Football
1261	8916	Politics
1262	812	Politics
1263	12304	Football
1264	4486	Football
1265	8451	Politics
1266	9989	Politics
1267	1983	Film
1268	4026	Football
1269	12756	Film
1270	6294	Football
1271	6737	Business
1272	12485	Football
1273	11987	Football
1274	8974	Technology
1275	2236	Politics
1276	15169	Film
1277	4308	Technology
1278	5094	Football
1279	11482	Politics
1280	8232	Business
1281	5665	Film
1282	981	Business
1283	11558	Football
1284	1135	Business
1285	2126	Film
1286	10777	Business
1287	3098	Business
1288	2363	Politics
1289	1393	Technology
1290	2438	Politics
1291	1344	Business
1292	3818	Football
1293	2518	Politics
1294	12822	Film
1295	883	Politics
1296	10297	Football
1297	11343	Politics
1298	6869	Technology
1299	1820	Film
1300	4025	Business
1301	2025	Film
1302	9085	Business
1303	6975	Technology
1304	7961	Politics
1305	12680	Technology
1306	6326	Football
1307	7520	Politics
1308	1932	Film
1309	11004	Football
1310	4318	Technology
1311	8600	Politics
1312	7888	Politics
1313	8026	Business
1314	702	Technology
1315	5239	Technology
1316	4929	Football
1317	4737	Football
1318	7019	Business
1319	352	Film
1320	11862	Football
1321	13367	Football
1322	11763	Football
1323	14340	Business
1324	10455	Football
1325	5024	Football
1326	2711	Business
1327	3228	Business
1328	12312	Football
1329	1179	Business
1330	480	Technology
1331	8147	Politics
1332	8249	Business
1333	13202	Football
1334	13281	Politics
1335	2540	Politics
1336	15046	Football
1337	9323	Film
1338	8070	Business
1339	241	Politics
1340	581	Business
1341	7005	Business
1342	10314	Football
1343	5061	Football
1344	3231	Business
1345	7614	Politics
1346	7744	Politics
1347	1165	Business
1348	1995	Film
1349	6739	Business
1350	8084	Business
1351	2593	Film
1352	4668	Football
1353	9177	Film
1354	2847	Politics
1355	7025	Technology
1356	6587	Technology
1357	12158	Film
1358	5729	Film
1359	7972	Business
1360	3504	Business
1361	12456	Football
1362	2251	Politics
1363	14875	Politics
1364	10975	Film
1365	3870	Business
1366	2327	Politics
1367	7758	Politics
1368	10322	Football
1369	5684	Film
1370	61	Technology
1371	6303	Football
1372	14772	Film
1373	8998	Technology
1374	11028	Football
1375	5370	Technology
1376	4846	Football
1377	4868	Football
1378	8247	Business
1379	8151	Business
1380	13665	Football
1381	4779	Football
1382	264	Football
1383	7518	Politics
1384	5759	Film
1385	4922	Football
1386	3071	Business
1387	5150	Football
1388	3817	Football
1389	1297	Business
1390	13674	Football
1391	4450	Football
1392	532	Business
1393	13973	Technology
1394	8311	Business
1395	13615	Football
1396	8200	Business
1397	10798	Business
1398	1474	Business
1399	117	Technology
1400	9853	Politics
1401	9809	Business
1402	2689	Business
1403	2744	Politics
1404	8901	Technology
1405	11548	Football
1406	1930	Film
1407	11282	Politics
1408	11770	Football
1409	13224	Football
1410	14678	Business
1411	13980	Football
1412	11732	Football
1413	2572	Film
1414	6617	Politics
1415	460	Business
1416	6308	Football
1417	453	Technology
1418	763	Politics
1419	5279	Business
1420	7077	Business
1421	15043	Football
1422	15207	Football
1423	12004	Football
1424	13320	Football
1425	4193	Technology
1426	1132	Business
1427	13922	Football
1428	6175	Politics
1429	145	Business
1430	14573	Football
1431	4980	Football
1432	1936	Politics
1433	6103	Business
1434	14970	Football
1435	6647	Business
1436	2992	Business
1437	6155	Business
1438	6547	Film
1439	14139	Politics
1440	1659	Politics
1441	4879	Football
1442	9591	Film
1443	7667	Politics
1444	5343	Technology
1445	9644	Film
1446	12737	Film
1447	8119	Politics
1448	11786	Football
1449	6240	Football
1450	11664	Football
1451	7517	Politics
1452	9413	Business
1453	2758	Politics
1454	7407	Business
1455	7652	Politics
1456	6875	Business
1457	9575	Film
1458	3443	Business
1459	7326	Business
1460	5984	Business
1461	1929	Film
1462	15176	Film
1463	6948	Technology
1464	3057	Film
1465	2980	Business
1466	5170	Football
1467	2364	Politics
1468	13385	Politics
1469	2786	Politics
1470	14235	Politics
1471	8002	Business
1472	2017	Film
1473	9185	Film
1474	348	Film
1475	13950	Technology
1476	207	Football
1477	12915	Film
1478	3891	Football
1479	1001	Business
1480	9828	Politics
1481	4171	Technology
1482	4175	Technology
1483	88	Business
1484	5588	Film
1485	4762	Football
1486	6437	Politics
1487	13637	Football
1488	11111	Politics
1489	6151	Politics
1490	8006	Business
1491	3292	Business
1492	2094	Politics
1493	7231	Football
1494	14920	Politics
1495	11105	Politics
1496	11800	Football
1497	742	Technology
1498	5747	Film
1499	1168	Business
1500	12324	Technology
1501	10036	Politics
1502	4952	Football
1503	2292	Politics
1504	14844	Football
1505	1241	Politics
1506	3814	Football
1507	8909	Technology
1508	5005	Football
1509	3899	Football
1510	12650	Film
1511	723	Technology
1512	6461	Business
1513	7008	Football
1514	4120	Politics
1515	7598	Politics
1516	15073	Football
1517	6010	Business
1518	13027	Film
1519	3404	Business
1520	2389	Politics
1521	1898	Film
1522	6817	Business
1523	1582	Film
1524	4904	Football
1525	2256	Politics
1526	14250	Politics
1527	14318	Business
1528	6376	Film
1529	9617	Film
1530	1410	Technology
1531	1836	Business
1532	12570	Football
1533	5386	Film
1534	14117	Business
1535	12209	Film
1536	6957	Politics
1537	2710	Business
1538	15247	Football
1539	14575	Business
1540	11415	Politics
1541	2903	Business
1542	14515	Business
1543	7906	Politics
1544	8754	Business
1545	3455	Business
1546	13587	Football
1547	597	Technology
1548	14462	Technology
1549	8578	Politics
1550	3287	Business
1551	12113	Film
1552	2724	Politics
1553	5632	Film
1554	11296	Business
1555	2830	Politics
1556	8522	Politics
1557	8274	Business
1558	10023	Politics
1559	12056	Film
1560	4638	Football
1561	6906	Business
1562	10724	Business
1563	6886	Technology
1564	2458	Politics
1565	5907	Film
1566	12536	Football
1567	12706	Film
1568	1232	Politics
1569	2695	Politics
1570	13081	Film
1571	6245	Technology
1572	416	Film
1573	13545	Football
1574	11896	Football
1575	14344	Business
1576	7545	Politics
1577	5735	Film
1578	8634	Business
1579	14409	Football
1580	4633	Football
1581	6995	Football
1582	15168	Film
1583	10603	Football
1584	3219	Business
1585	6222	Business
1586	15077	Football
1587	8688	Politics
1588	3778	Technology
1589	3531	Politics
1590	14951	Football
1591	13737	Football
1592	7309	Business
1593	9999	Business
1594	13619	Football
1595	6158	Business
1596	13498	Film
1597	1339	Business
1598	13806	Business
1599	10347	Football
1600	7217	Football
1601	15080	Football
1602	6190	Technology
1603	6741	Business
1604	1293	Technology
1605	14924	Football
1606	15262	Football
1607	8163	Business
1608	7140	Politics
1609	8882	Technology
1610	7365	Politics
1611	69	Business
1612	5844	Film
1613	4948	Football
1614	9005	Politics
1615	9924	Business
1616	3174	Business
1617	14125	Business
